viscum_188bp_full	10	88.963	299	32	1	1	299	1796469	1796172	3.03e-107	388	302	2000000
viscum_188bp_full	10	88.737	293	32	1	1	293	1792899	1792608	5.49e-104	377	302	2000000
viscum_188bp_full	10	88.316	291	33	1	3	293	1797401	1797112	8.14e-102	369	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1799700	1799411	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1802006	1801717	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1806603	1806314	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1811200	1810911	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1815797	1815508	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1827291	1827002	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1857177	1856888	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1859475	1859186	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1861773	1861484	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1864071	1863782	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1866369	1866080	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1868668	1868379	4.22e-99	360	302	2000000
viscum_188bp_full	10	87.629	291	35	1	3	293	1870967	1870678	4.22e-99	360	302	2000000
viscum_188bp_full	10	88.014	292	32	3	3	293	1793652	1793363	1.47e-98	359	302	2000000
viscum_188bp_full	10	87.372	293	36	1	1	293	1795718	1795427	1.47e-98	359	302	2000000
viscum_188bp_full	10	87.291	299	35	3	3	300	1797213	1796917	1.47e-98	358	302	2000000
viscum_188bp_full	10	87.291	299	35	3	3	300	1870779	1870483	1.47e-98	358	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1795528	1795232	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1799512	1799216	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1806415	1806119	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1811012	1810716	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1815609	1815313	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1827103	1826807	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1856989	1856693	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1861585	1861289	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1866181	1865885	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.957	299	36	3	3	300	1868480	1868184	6.26e-97	353	302	2000000
viscum_188bp_full	10	86.942	291	37	1	3	293	1804305	1804016	2.18e-96	351	302	2000000
viscum_188bp_full	10	86.942	291	37	1	3	293	1808902	1808613	2.18e-96	351	302	2000000
viscum_188bp_full	10	86.942	291	37	1	3	293	1813499	1813210	2.18e-96	351	302	2000000
viscum_188bp_full	10	86.942	291	37	1	3	293	1818096	1817807	2.18e-96	351	302	2000000
viscum_188bp_full	10	86.942	291	37	1	3	293	1820395	1820106	2.18e-96	351	302	2000000
viscum_188bp_full	10	86.942	291	37	1	3	293	1822694	1822405	2.18e-96	351	302	2000000
