viscum_80bp_core	7	92.517	147	10	1	2	147	18843	18697	3.11e-50	196	147	2000000
viscum_80bp_core	7	92.958	142	8	2	8	147	15071	14930	3.00e-47	186	147	2000000
viscum_80bp_core	7	90.972	144	11	2	2	143	16961	16818	2.78e-41	167	147	2000000
viscum_80bp_core	7	90.972	144	11	2	2	143	17338	17195	2.78e-41	167	147	2000000
viscum_80bp_core	7	90.210	143	13	1	6	147	25515	25373	1.10e-40	165	147	2000000
viscum_80bp_core	7	89.865	148	13	2	2	147	16206	16059	6.78e-39	159	147	2000000
viscum_80bp_core	7	91.339	127	9	2	8	132	25890	25764	6.53e-36	149	147	2000000
viscum_80bp_core	7	89.051	137	13	2	2	136	15829	15693	2.49e-32	137	147	2000000
viscum_80bp_core	7	88.571	140	14	2	4	141	14699	14560	9.82e-32	135	147	2000000
viscum_80bp_core	7	88.194	144	14	3	7	147	16578	16435	2.39e-29	127	147	2000000
viscum_80bp_core	7	86.395	147	19	1	2	147	18468	18322	9.46e-29	125	147	2000000
viscum_80bp_core	7	86.301	146	19	1	3	147	15264	15119	3.74e-28	123	147	2000000
viscum_80bp_core	7	87.681	138	15	2	8	143	18086	17949	3.74e-28	123	147	2000000
viscum_80bp_core	7	88.372	129	13	2	10	136	17707	17579	1.48e-27	121	147	2000000
viscum_80bp_core	7	86.014	143	19	1	6	147	18276	18134	2.31e-26	117	147	2000000
viscum_80bp_core	7	86.301	146	18	2	3	147	16392	16248	9.11e-26	115	147	2000000
viscum_80bp_core	7	89.091	110	10	2	6	113	15449	15340	2.22e-23	107	147	2000000
viscum_80bp_core	7	84.932	146	21	1	3	147	16016	15871	2.22e-23	107	147	2000000
viscum_80bp_core	7	85.616	146	19	2	3	146	16771	16626	2.22e-23	107	147	2000000
viscum_80bp_core	7	85.714	126	17	1	4	128	17901	17776	5.41e-21	99.6	147	2000000
viscum_80bp_core	7	88.119	101	11	1	8	107	26079	25979	2.14e-20	97.6	147	2000000
viscum_80bp_core	7	83.217	143	23	1	2	143	17526	17384	8.14e-17	85.7	147	2000000
viscum_80bp_core	7	82.877	146	24	1	3	147	25706	25561	3.22e-16	83.8	147	2000000
viscum_80bp_core	7	83.898	118	18	1	13	129	18644	18527	7.84e-14	75.8	147	2000000
viscum_80bp_core	7	90.000	70	6	1	59	127	18974	18905	7.84e-14	75.8	147	2000000
viscum_80bp_core	7	87.342	79	9	1	50	127	21292	21214	4.84e-12	69.9	147	2000000
viscum_80bp_core	7	97.143	35	1	0	87	121	21067	21033	1.18e-09	61.9	147	2000000
viscum_80bp_core	7	84.615	91	13	1	40	129	21477	21387	1.18e-09	61.9	147	2000000
viscum_80bp_core	7	81.507	146	25	2	3	147	14887	14743	4.66e-09	60.0	147	2000000
viscum_80bp_core	7	80.714	140	26	1	3	141	17148	17009	7.28e-08	56.0	147	2000000
viscum_80bp_core	9	91.837	147	11	1	2	147	236634	236780	7.58e-48	188	147	2000000
viscum_80bp_core	9	91.096	146	12	1	2	146	233810	233955	7.31e-45	178	147	2000000
viscum_80bp_core	9	91.781	146	10	2	2	145	244233	244378	7.31e-45	178	147	2000000
viscum_80bp_core	9	91.781	146	10	2	2	145	257831	257976	7.31e-45	178	147	2000000
viscum_80bp_core	9	91.156	147	11	2	2	146	270286	270432	4.51e-43	172	147	2000000
viscum_80bp_core	9	91.156	147	11	2	2	146	271326	271472	4.51e-43	172	147	2000000
viscum_80bp_core	9	91.304	138	11	1	1	137	270662	270799	1.78e-42	170	147	2000000
